Time,2,3,4,5,6,7,8,9,10,11,12
0.001,0.01256604,0.01884844,0.025130095,0.031410759,0.037690183,0.043968118,0.050244318,0.056518534,0.06279052,0.069060026,0.075326806
0.002,0.025130095,0.037690183,0.050244318,0.06279052,0.075326806,0.087851197,0.100361715,0.112856385,0.125333234,0.137790291,0.150225589
0.003,0.037690183,0.056518534,0.075326806,0.094108313,0.112856385,0.131564359,0.150225589,0.168833445,0.187381315,0.205862609,0.224270761
0.004,0.050244318,0.075326806,0.100361715,0.125333234,0.150225589,0.175023059,0.199709981,0.224270761,0.248689887,0.272951936,0.297041582
0.005,0.06279052,0.094108313,0.125333234,0.156434465,0.187381315,0.218143241,0.248689887,0.278991106,0.309016994,0.33873792,0.368124553
0.006,0.075326806,0.112856385,0.150225589,0.187381315,0.224270761,0.260841506,0.297041582,0.332819545,0.368124553,0.402906436,0.437115767
0.007,0.087851197,0.131564359,0.175023059,0.218143241,0.260841506,0.30303527,0.344642923,0.385583992,0.425779292,0.465151078,0.503623202
0.008,0.100361715,0.150225589,0.199709981,0.248689887,0.297041582,0.344642923,0.391373667,0.437115767,0.481753674,0.52517463,0.567268949
0.009,0.112856385,0.168833445,0.224270761,0.278991106,0.332819545,0.385583992,0.437115767,0.487250126,0.535826795,0.58269048,0.627691361
0.01,0.125333234,0.187381315,0.248689887,0.309016994,0.368124553,0.425779292,0.481753674,0.535826795,0.587785252,0.63742399,0.684547106
0.011,0.137790291,0.205862609,0.272951936,0.33873792,0.402906436,0.465151078,0.52517463,0.58269048,0.63742399,0.689113808,0.737513117
0.012,0.150225589,0.224270761,0.297041582,0.368124553,0.437115767,0.503623202,0.567268949,0.627691361,0.684547106,0.737513117,0.786288432
0.013,0.162637165,0.242599231,0.32094361,0.397147891,0.470703932,0.541121252,0.607930298,0.670685577,0.728968627,0.782390811,0.830595899
0.014,0.175023059,0.260841506,0.344642923,0.425779292,0.503623202,0.577572703,0.647055962,0.711535677,0.770513243,0.823532598,0.870183755
0.015,0.187381315,0.278991106,0.368124553,0.4539905,0.535826795,0.612907054,0.684547106,0.75011107,0.809016994,0.860742027,0.904827052
0.016,0.199709981,0.297041582,0.391373667,0.481753674,0.567268949,0.647055962,0.720309025,0.786288432,0.844327926,0.893841424,0.934328942
0.017,0.21200711,0.31498652,0.414375581,0.509041416,0.597904983,0.679953379,0.754251381,0.819952109,0.87630668,0.92267274,0.958521789
0.018,0.224270761,0.332819545,0.437115767,0.535826795,0.627691361,0.711535677,0.786288432,0.850994482,0.904827052,0.947098305,0.977268124
0.019,0.236498997,0.35053432,0.459579861,0.562083378,0.656585756,0.741741773,0.816339251,0.87931631,0.929776486,0.967001488,0.990461426
0.02,0.248689887,0.368124553,0.481753674,0.587785252,0.684547106,0.770513243,0.844327926,0.904827052,0.951056516,0.982287251,0.998026728
0.021,0.260841506,0.385583992,0.503623202,0.612907054,0.711535677,0.79779444,0.870183755,0.927445153,0.968583161,0.992882605,0.999921044
0.022,0.272951936,0.402906436,0.52517463,0.63742399,0.737513117,0.823532598,0.893841424,0.947098305,0.982287251,0.998736957,0.996133609
0.023,0.285019262,0.420085728,0.546394347,0.661311865,0.762442511,0.847677936,0.915241173,0.963723678,0.992114701,0.999822352,0.986685944
0.024,0.297041582,0.437115767,0.567268949,0.684547106,0.786288432,0.870183755,0.934328942,0.977268124,0.998026728,0.996133609,0.971631733
0.025,0.309016994,0.4539905,0.587785252,0.707106781,0.809016994,0.891006524,0.951056516,0.987688341,1,0.987688341,0.951056516
0.026,0.32094361,0.470703932,0.607930298,0.728968627,0.830595899,0.910105971,0.965381639,0.994951017,0.998026728,0.974526873,0.925077207
0.027,0.332819545,0.487250126,0.627691361,0.75011107,0.850994482,0.927445153,0.977268124,0.999032935,0.992114701,0.956712052,0.893841424
0.028,0.344642923,0.503623202,0.647055962,0.770513243,0.870183755,0.942990536,0.986685944,0.999921044,0.982287251,0.934328942,0.857526656
0.029,0.356411879,0.519817343,0.666011867,0.790155012,0.888136449,0.956712052,0.993611311,0.997612506,0.968583161,0.907484425,0.816339251
0.03,0.368124553,0.535826795,0.684547106,0.809016994,0.904827052,0.968583161,0.998026728,0.992114701,0.951056516,0.87630668,0.770513243
0.031,0.379779096,0.551645871,0.70264997,0.827080574,0.920231847,0.978580904,0.999921044,0.983445205,0.929776486,0.840944582,0.720309025
0.032,0.391373667,0.567268949,0.720309025,0.844327926,0.934328942,0.986685944,0.999289473,0.971631733,0.904827052,0.801566985,0.666011867
0.033,0.402906436,0.58269048,0.737513117,0.860742027,0.947098305,0.992882605,0.996133609,0.956712052,0.87630668,0.758361915,0.607930298
0.034,0.414375581,0.597904983,0.754251381,0.87630668,0.958521789,0.9971589,0.990461426,0.938733858,0.844327926,0.711535677,0.546394347
0.035,0.425779292,0.612907054,0.770513243,0.891006524,0.968583161,0.99950656,0.982287251,0.917754626,0.809016994,0.661311865,0.481753674
0.036,0.437115767,0.627691361,0.786288432,0.904827052,0.977268124,0.999921044,0.971631733,0.893841424,0.770513243,0.607930298,0.414375581
0.037,0.448383216,0.642252653,0.801566985,0.917754626,0.984564335,0.99840155,0.958521789,0.867070701,0.728968627,0.551645871,0.344642923
0.038,0.459579861,0.656585756,0.816339251,0.929776486,0.990461426,0.994951017,0.942990536,0.83752804,0.684547106,0.492727342,0.272951936
0.039,0.470703932,0.670685577,0.830595899,0.940880769,0.994951017,0.989576119,0.925077207,0.805307886,0.63742399,0.431456046,0.199709981
0.04,0.481753674,0.684547106,0.844327926,0.951056516,0.998026728,0.982287251,0.904827052,0.770513243,0.587785252,0.368124553,0.125333234
0.041,0.492727342,0.698165419,0.857526656,0.960293686,0.999684189,0.973098511,0.882291226,0.733255346,0.535826795,0.30303527,0.050244318
0.042,0.503623202,0.711535677,0.870183755,0.968583161,0.999921044,0.962027672,0.857526656,0.693653306,0.481753674,0.236498997,-0.025130095
0.043,0.514439534,0.72465313,0.882291226,0.975916762,0.998736957,0.949096145,0.830595899,0.651833725,0.425779292,0.168833445,-0.100361715
